date,FOOD,BEVERAGES_AND_TOBACCO,CRUDE_MATERIALS_INEDIBLE,MINERAL_FUELS_LUBRICANTS_ETC,ANIMAL_AND_VEGETABLE_OILS_AND_FATS,CHEMICALS,MANUFACTURED_GOODS,MACHINERY__TRANSPORT_EQUIPMENT,MISCELLANEOUS_MANUFACTURED_ARTICLES,MISCELLANEOUS_TRANSACTIONS_AND_COMMODITIES,total_import
2018-11-01,4266948940,392818605,3323953920,12590564006,750592542,8192415046,8746309583,32359176647,5169456705,1254074910,77046310904
2018-12-01,4302866678,470017384,3120911732,10162830676,541828188,8003649291,8257534475,31940534563,5206088228,1150677705,73156938920
2019-01-01,4775700242,211189032,3568404365,9236550173,451582225,8285240423,9166096470,32042727625,4974498434,1209674563,73921663552
2019-02-01,3447990134,239548590,2465773181,7313577515,474145646,6105315998,6121651538,24757632452,3703377456,938204535,55567217045
2019-03-01,4346093747,273564486,3200830453,10052027433,571353618,7799595756,7647313785,29796132080,4596279293,1398181968,69681372619
2019-04-01,4558448487,290603727,3665151726,12038633247,407083862,8258534432,8571912572,30028804217,5112472841,1445162019,74376807130
2019-05-01,4313849420,356150970,3200276861,12220976872,545005794,8730679951,8784758949,30186288210,5236551198,1534010993,75108549218
2019-06-01,3883836055,285956226,3171576228,10258382485,502853998,7074149520,7297837828,27532963452,4486521770,1136210420,65630287982
2019-07-01,4518101814,320889307,3877607663,11232742326,533872639,8182980971,8385385706,30311127311,5181119268,1252488734,73796315739
2019-08-01,4343765780,386160405,3580986668,8889155371,446253870,8483784741,8161474818,30142326673,5058256071,968736811,70460901208
2019-09-01,3925855392,311387091,3621807478,10511205740,479821875,7555100598,8010562106,29168683510,4866872261,986332836,69437628887
2019-10-01,4365367102,320703723,3772661559,9718411735,774101747,7456218278,9800169742,30858687327,5055736784,1166726300,73288784297
2019-11-01,4212909084,337964748,3893054563,10985404359,531489249,7734157138,8605921348,31061712418,5518093573,1380419042,74261125522
2019-12-01,4771322515,392610373,3759623131,11087211596,846968509,7572031630,8455104774,30075758744,5541085416,1378441793,73880158481
2020-01-01,4523331353,207262319,3740873171,11788938755,953681077,7473233400,8777887023,28761601137,4927377454,1095706815,72249892504
2020-02-01,4376382747,197513144,2822813043,10122701672,628304330,6735826550,6966900822,24960129472,4126244253,1223625596,62160441629
2020-03-01,5295941582,237933442,3585728053,12434949799,730023375,8022629129,7710857707,25779956033,4066663230,872592653,68737275003
2020-04-01,4538174396,157707853,3295603594,7513149057,627821590,7132968743,7425473247,34841540715,3446210178,396898412,69375547785
2020-05-01,4304048114,164624372,2453881550,4639548101,349478468,6007905677,5672842390,25041340328,3897792918,411430368,52942892286
2020-06-01,4707892497,187135648,2984258148,6434914040,565251242,6649890170,7254798384,28153521392,4836318952,1221811145,62995791618
2020-07-01,4346279174,209109606,3169674582,8082319288,670446130,6660245341,8012115625,30345345381,4853331854,1075381143,67424248124
2020-08-01,4689756140,228087100,3459275444,7416469603,522330857,6802346337,7102553429,28853476637,5051304083,1849270772,65974870402
2020-09-01,4514461435,233276356,3591094081,6011547440,720155062,7112713019,7848581750,30213794622,5101948849,1608384195,66955956809
2020-10-01,4648268562,264699430,3680172237,7951114894,594320408,7135485706,7991897665,30320073444,5057738272,1287214805,68930985423
2020-11-01,4651892563,271856722,3717965665,6324257624,860251177,7388857513,7693082397,29725955452,5015659817,1966844171,67616623101
2020-12-01,4878574154,268072840,4611114866,6429074743,1691696327,8458302401,8588451811,32650811983,5508030579,2032665355,75116795059
2021-01-01,4709109581,196926844,4607298471,7129725366,1473643377,7895477455,8357447891,31225650134,4935298877,2527121893,73057699889
2021-02-01,4414076534,185479053,4424139463,8491161876,1020235800,7682419845,7792356337,28933451379,4625588431,2111185932,69680094650
2021-03-01,5341377492,213548025,4948092348,7982915858,1160908042,9490751316,8901595109,33500683588,5424356137,3902902636,80867130551
2021-04-01,5639050562,223711731,4872391975,12922188160,1026155061,9232461220,9424856906,33675614988,5767616184,2509139592,85293186379
2021-05-01,4951216731,225535447,4912923346,9069491327,1063991536,9233864496,9158914837,32656888405,5670651060,1588178947,78531656132
2021-06-01,5620085522,258111307,5009959994,11124078149,1588982981,10013269147,9529455571,33635613612,5428653142,1009067668,83217277093
2021-07-01,5407785180,210128331,6532613835,11952992411,1272746819,9065035482,8271733025,34710947551,5294466553,845691260,83564140447
2021-08-01,4953825690,218126189,3952393821,8237720638,1163507579,8986081359,8025037650,32525280891,5032101761,1150947172,74245022750
2021-09-01,5543950887,193304124,4913719651,11157308036,1102330496,9478755087,8220356101,36420545157,5365311939,2254589234,84650170712
2021-10-01,5372081048,180701125,4642502179,12634522553,1174957519,9341015079,8527611372,38172285579,5394629197,2465143886,87905449537
2021-11-01,5627198770,232938239,4993296760,13177207207,1402541359,10516713270,9643387801,40037318893,6021356881,1731680517,93383639697
2021-12-01,6070868659,291901807,4923202893,9765463260,1112109833,10745422852,10571599976,41278097743,6321117325,1868721928,92948506276
2022-01-01,6724951114,256898605,4901151751,10008227509,1324750994,11177209332,10584445430,40049633135,6104489317,1690717256,92822474443
2022-02-01,4912442174,201203706,3797309137,11110029717,2036814732,10073406875,8808964988,34919182561,5333364038,1396563407,82589281335
2022-03-01,6231180561,357433563,4878580586,18598856114,1777060066,11870749829,10897694186,42289418857,7003254752,1339839735,105244068249
2022-04-01,5885356170,241905177,5897080588,17448744159,1578007290,11775039535,11169206048,42183795348,6348268265,1580063247,104107465827
2022-05-01,6483508281,243929126,4507003245,18206615437,1415511312,10991014993,10669240828,45700141212,6610006631,2964367820,107791338885
2022-06-01,6339892081,292044816,4733755909,24921196726,1496433780,12652771218,13045920498,47640881925,7189627387,2780988697,121093513037
2022-07-01,6317829863,357558706,3916726167,27132298731,1900222430,11683627836,11180769561,46227239501,7233180164,2537281188,118486734147
2022-08-01,6957382245,365761405,4462100749,31044588160,1706874539,11882454758,10614277614,47260091423,7902630593,2035177187,124231338673
2022-09-01,6329589699,308581895,4159810895,21592166812,1786301188,11073476504,10300379308,47712213444,6756371220,2391505012,112410395977
2022-10-01,6643286059,315635948,3764336190,24665638534,934680387,10339431357,9122179106,49220583448,6747108619,1765257636,113518137284
2022-11-01,6517041932,347539776,4454088755,18073832990,1119662145,10503664012,10020013227,47211430585,7844725913,1798405962,107890405297
2022-12-01,6278947135,356590052,3737237752,18865323186,1171722827,10282287086,10429681695,43362904176,7722618055,1418927038,103626239002
2023-01-01,6165866838,298293708,3436692377,16482976144,1342983275,9757464084,9770639238,39810925074,6392000418,1066879225,94524720381
2023-02-01,5730831657,285334789,2949166926,20942251682,1054254256,9604348536,8652669922,36454249429,5359052357,1667736981,92699896535
2023-03-01,7098446418,221479391,4450423838,18114052678,801781623,10714434415,10898599710,42658490174,6837724016,1184359154,102979791417
2023-04-01,6416610375,279382358,3373736204,17629076631,779155242,9370821245,9841537226,38231339055,5523602058,1121453760,92566714154
2023-05-01,6684617150,284163207,3790512464,20942705361,910027784,11130499313,11213231431,41010886137,6260060203,1585304098,103812007148
2023-06-01,6171545295,318000371,3370421706,21335523245,1096611486,9767931190,9967633415,38499488278,6206809295,1669120908,98403085189
2023-07-01,6431421324,330520851,3430480085,18962186935,1114966619,10033248180,10484888507,40678927875,6681374830,1308212460,99456227666
2023-08-01,6247664303,322757919,3438299994,16819660956,1205527420,9683059496,10162627802,41984372388,6468238199,1516394047,97848602524
2023-09-01,6604888852,320195089,3722056993,16735886124,655907194,9797248174,10917367691,43187242797,6630288842,1365152743,99936234499
2023-10-01,7181482988,355629204,4098375335,24272377484,800815510,10721961982,11013186104,45981021348,6909548256,1852770068,113187168279
2023-11-01,6951264445,298602531,3784913685,19964012383,638121990,10559947058,11120419131,47284572636,7589615091,1310007984,109501476934
2023-12-01,7103582072,301287109,3870204166,19349009100,793274863,9846458069,11455456732,45262825262,7492170081,1182415944,106656683398
